age,favorite,where_drink,additions,style,cups,roast_level,expertise,caffeine,strength,coffee_a_bitterness,coffee_a_personal_preference,coffee_b_bitterness,coffee_a_acidity,coffee_b_personal_preference,prefer_abc,prefer_overall,coffee_d_bitterness,coffee_b_acidity,coffee_c_personal_preference,coffee_d_acidity,coffee_d_personal_preference,coffee_c_bitterness,prefer_ad,coffee_c_acidity,brew,why_drink,taste,know_source,most_paid,wfh,gender,total_spend,most_willing,spent_equipment,value_cafe,value_equipment,education_level
18-24 years old,Americano,At home,"No - just black, Sugar or sweetener",Full Bodied,Less than 1,Dark,7.0,Half caff,Somewhat strong,2.0,2.0,3.0,4.0,4.0,Coffee B,Coffee D,4.0,2.0,3.0,4.0,4.0,4.0,Coffee D,3.0,"Other, French press",It tastes good,Yes,Yes,$6-$8,I primarily work from home,Male,<$20,More than $20,$50-$100,No,Yes,Master's degree
35-44 years old,Espresso,"At home, On the go","No - just black, Milk, dairy alternative, or coffee creamer",Fruity,4,Light,7.0,Full caffeine,Somewhat strong,2.0,4.0,3.0,4.0,2.0,Coffee A,Coffee D,2.0,2.0,3.0,4.0,5.0,4.0,Coffee D,3.0,Pour over,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$8-$10,I primarily work from home,Male,$60-$80,$8-$10,"More than $1,000",No,Yes,Bachelor's degree
25-34 years old,Cortado,At home,"Milk, dairy alternative, or coffee creamer",Nutty,1,Medium,7.0,Full caffeine,Somewhat strong,2.0,5.0,3.0,3.0,1.0,Coffee A,Coffee A,1.0,3.0,2.0,4.0,4.0,4.0,Coffee A,1.0,"Espresso, Cold brew","It tastes good, I need the ritual",Yes,Yes,$10-$15,I primarily work from home,Male,$60-$80,$10-$15,"More than $1,000",Yes,Yes,Bachelor's degree
25-34 years old,Espresso,At home,No - just black,Juicy,2,Medium,7.0,Full caffeine,Very strong,2.0,4.0,3.0,4.0,3.0,Coffee A,Coffee D,2.0,1.0,3.0,3.0,5.0,3.0,Coffee D,2.0,Espresso,It tastes good,Yes,No,$6-$8,I primarily work in person,Male,$40-$60,$6-$8,$500-$1000,No,Yes,Some college or associate's degree
25-34 years old,Latte,"At home, At the office","Milk, dairy alternative, or coffee creamer",Nutty,2,Medium,5.0,Full caffeine,Medium,3.0,4.0,3.0,2.0,1.0,Coffee A,Coffee A,1.0,3.0,3.0,4.0,3.0,3.0,Coffee A,3.0,Coffee brewing machine (e.g. Mr. Coffee),"It tastes good, I need the ritual",Yes,No,$6-$8,I do a mix of both,Female,$20-$40,$4-$6,$100-$300,No,Yes,Master's degree
25-34 years old,Cappuccino,At home,No - just black,Full Bodied,1,Light,6.0,Full caffeine,Somewhat strong,3.0,5.0,4.0,3.0,4.0,Coffee A,Coffee A,2.0,2.0,3.0,5.0,2.0,3.0,Coffee A,1.0,"Coffee brewing machine (e.g. Mr. Coffee), Other",It tastes good,Yes,Yes,$4-$6,I primarily work in person,Male,$20-$40,$4-$6,$100-$300,Yes,Yes,Doctorate or professional degree
35-44 years old,Pourover,At home,No - just black,Bright,Less than 1,Light,4.0,Decaf,Somewhat light,2.0,3.0,4.0,4.0,1.0,Coffee A,Coffee D,1.0,3.0,3.0,3.0,4.0,2.0,Coffee D,2.0,Pour over,"It tastes good, I need the ritual",Yes,Yes,$4-$6,I primarily work from home,Male,$40-$60,$6-$8,$100-$300,No,Yes,Bachelor's degree
35-44 years old,Cappuccino,At home,"Milk, dairy alternative, or coffee creamer",Bright,2,Light,6.0,Full caffeine,Somewhat strong,2.0,4.0,2.0,4.0,2.0,Coffee A,Coffee D,2.0,2.0,3.0,4.0,5.0,3.0,Coffee D,1.0,"Espresso, French press","It tastes good, I need the ritual",Yes,Yes,$10-$15,I primarily work from home,Male,$80-$100,$10-$15,"More than $1,000",No,Yes,Master's degree
35-44 years old,Pourover,At home,No - just black,Juicy,1,Light,7.0,Full caffeine,Medium,2.0,3.0,5.0,4.0,3.0,Coffee A,Coffee D,1.0,1.0,1.0,5.0,4.0,3.0,Coffee D,3.0,"Pour over, French press","It tastes good, I need the ritual",Yes,Yes,$6-$8,I primarily work from home,Male,$40-$60,More than $20,$100-$300,Yes,Yes,Bachelor's degree
25-34 years old,Cortado,"At the office, On the go, At home","No - just black, Milk, dairy alternative, or coffee creamer",Juicy,2,Light,7.0,Full caffeine,Medium,3.0,4.0,4.0,3.0,2.0,Coffee A,Coffee D,1.0,2.0,3.0,4.0,5.0,2.0,Coffee D,2.0,"Pour over, French press, Espresso","It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$6-$8,I do a mix of both,Female,$20-$40,$6-$8,$500-$1000,No,Yes,Bachelor's degree
35-44 years old,Cappuccino,"At home, At a cafe",No - just black,Fruity,2,Light,8.0,Full caffeine,Somewhat light,1.0,3.0,4.0,1.0,1.0,Coffee C,Coffee D,1.0,1.0,4.0,1.0,5.0,4.0,Coffee D,1.0,Pour over,"It tastes good, I need the ritual, I need the caffeine",Yes,Yes,$15-$20,I primarily work from home,Non-binary,$80-$100,$15-$20,$500-$1000,Yes,Yes,Bachelor's degree
18-24 years old,Cappuccino,At home,"No - just black, Milk, dairy alternative, or coffee creamer",Floral,1,Medium,9.0,Full caffeine,Somewhat strong,2.0,2.0,3.0,3.0,3.0,Coffee C,Coffee D,3.0,3.0,4.0,4.0,5.0,4.0,Coffee D,2.0,"Pour over, Other","It tastes good, I need the ritual",Yes,Yes,$6-$8,I do a mix of both,Male,$20-$40,$6-$8,$100-$300,Yes,Yes,Bachelor's degree
25-34 years old,Latte,"At the office, At home","Milk, dairy alternative, or coffee creamer",Nutty,1,Medium,6.0,Full caffeine,Medium,2.0,5.0,4.0,3.0,3.0,Coffee A,Coffee C,1.0,2.0,2.0,4.0,5.0,4.0,Coffee A,1.0,"Espresso, Pour over","It tastes good, It makes me go to the bathroom, I need the caffeine",Yes,Yes,$8-$10,I do a mix of both,Male,<$20,$10-$15,"More than $1,000",No,Yes,Bachelor's degree
25-34 years old,Cortado,At home,No - just black,Floral,1,Medium,3.0,Full caffeine,Medium,3.0,1.0,2.0,2.0,2.0,Coffee C,Coffee D,4.0,1.0,3.0,4.0,5.0,1.0,Coffee D,3.0,Espresso,I need the ritual,Yes,Yes,$6-$8,I primarily work in person,Male,$20-$40,$6-$8,$500-$1000,Yes,Yes,Bachelor's degree
25-34 years old,Pourover,"At the office, At home, On the go",No - just black,Chocolatey,2,Medium,7.0,Full caffeine,Medium,1.0,2.0,2.0,4.0,3.0,Coffee C,Coffee C,1.0,2.0,4.0,3.0,2.0,2.0,Coffee D,2.0,"Coffee brewing machine (e.g. Mr. Coffee), Pour over","It tastes good, I need the caffeine, It makes me go to the bathroom",Yes,No,$8-$10,I do a mix of both,Male,$40-$60,$8-$10,$100-$300,No,Yes,Master's degree
25-34 years old,Pourover,"At the office, At home",No - just black,Fruity,1,Light,7.0,Full caffeine,Medium,2.0,4.0,4.0,3.0,2.0,Coffee A,Coffee D,1.0,3.0,3.0,3.0,5.0,3.0,Coffee D,1.0,"Pour over, French press, Other, Cold brew","It tastes good, I need the ritual",Yes,Yes,$8-$10,I primarily work in person,Male,$60-$80,$10-$15,$100-$300,Yes,Yes,Doctorate or professional degree
25-34 years old,Pourover,"At home, At the office",No - just black,Fruity,2,Light,6.0,Full caffeine,Somewhat strong,4.0,3.0,3.0,5.0,2.0,Coffee C,Coffee D,2.0,3.0,4.0,3.0,5.0,2.0,Coffee D,2.0,"Pour over, Espresso","It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$6-$8,I do a mix of both,Male,$20-$40,$6-$8,$100-$300,No,Yes,Bachelor's degree
35-44 years old,Cold brew,"At the office, At home","Milk, dairy alternative, or coffee creamer",Chocolatey,2,Medium,5.0,Full caffeine,Medium,1.0,5.0,2.0,3.0,4.0,Coffee A,Coffee A,3.0,2.0,3.0,4.0,3.0,4.0,Coffee A,3.0,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over","It tastes good, I need the caffeine",Yes,No,$4-$6,I do a mix of both,Male,$40-$60,$4-$6,$300-$500,Yes,Yes,Bachelor's degree
35-44 years old,Americano,At home,No - just black,Nutty,2,Medium,3.0,Full caffeine,Somewhat strong,1.0,3.0,2.0,4.0,5.0,Coffee B,Coffee B,2.0,2.0,4.0,5.0,3.0,3.0,Coffee A,3.0,Espresso,It tastes good,Yes,Yes,$6-$8,I primarily work from home,Male,$60-$80,$6-$8,$300-$500,Yes,Yes,Bachelor's degree
25-34 years old,Latte,"At home, At the office, On the go, At a cafe","Milk, dairy alternative, or coffee creamer, Flavor syrup",Chocolatey,2,Medium,4.0,Full caffeine,Somewhat strong,1.0,1.0,3.0,5.0,3.0,Coffee C,Coffee C,1.0,3.0,4.0,4.0,2.0,2.0,Coffee D,2.0,"Espresso, Pour over, Cold brew","It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$10-$15,I primarily work from home,Female,$40-$60,$10-$15,$500-$1000,No,Yes,Some college or associate's degree
25-34 years old,Espresso,At home,"Milk, dairy alternative, or coffee creamer",Fruity,3,Medium,8.0,Full caffeine,Somewhat strong,2.0,4.0,1.0,4.0,3.0,Coffee A,Coffee D,1.0,2.0,1.0,4.0,5.0,2.0,Coffee D,3.0,Espresso,"I need the ritual, I need the caffeine, It tastes good",Yes,Yes,More than $20,I primarily work from home,Male,$80-$100,More than $20,"More than $1,000",No,Yes,Bachelor's degree
35-44 years old,Regular drip coffee,At home,No - just black,Juicy,2,Nordic,9.0,Full caffeine,Somewhat strong,1.0,4.0,2.0,3.0,2.0,Coffee A,Coffee A,3.0,1.0,3.0,4.0,1.0,3.0,Coffee A,2.0,"Pour over, French press, Espresso",It tastes good,Yes,Yes,$6-$8,I primarily work in person,Male,$40-$60,$8-$10,"More than $1,000",No,Yes,Some college or associate's degree
25-34 years old,Other,At home,"Milk, dairy alternative, or coffee creamer",Fruity,2,Light,5.0,Full caffeine,Medium,2.0,3.0,3.0,3.0,2.0,Coffee A,Coffee D,3.0,1.0,3.0,4.0,4.0,3.0,Coffee D,2.0,"French press, Pour over","It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$10-$15,I primarily work in person,Non-binary,$60-$80,More than $20,$100-$300,No,Yes,Bachelor's degree
25-34 years old,Pourover,"At home, At the office",No - just black,Fruity,2,Light,8.0,Full caffeine,Medium,2.0,4.0,3.0,4.0,2.0,Coffee A,Coffee D,1.0,3.0,3.0,4.0,4.0,3.0,Coffee D,1.0,"Pour over, Other","It tastes good, I need the ritual",Yes,Yes,$10-$15,I primarily work from home,Male,$40-$60,$10-$15,$300-$500,Yes,Yes,Bachelor's degree
25-34 years old,Espresso,At home,No - just black,Juicy,2,Light,7.0,Full caffeine,Somewhat strong,1.0,4.0,3.0,3.0,1.0,Coffee A,Coffee D,1.0,1.0,3.0,4.0,5.0,2.0,Coffee D,3.0,Espresso,It tastes good,Yes,Yes,$10-$15,I primarily work from home,Non-binary,$60-$80,$15-$20,"More than $1,000",Yes,Yes,Bachelor's degree
25-34 years old,Cappuccino,At home,"Milk, dairy alternative, or coffee creamer",Sweet,1,Medium,4.0,Full caffeine,Somewhat strong,2.0,3.0,2.0,4.0,3.0,Coffee B,Coffee D,4.0,3.0,2.0,2.0,4.0,3.0,Coffee D,3.0,Pour over,It tastes good,Yes,No,$6-$8,I primarily work in person,Male,$20-$40,$10-$15,$20-$50,Yes,Yes,Master's degree
55-64 years old,Cappuccino,At home,"No - just black, Milk, dairy alternative, or coffee creamer",Nutty,2,Medium,6.0,Full caffeine,Somewhat strong,2.0,4.0,2.0,2.0,5.0,Coffee B,Coffee B,1.0,2.0,4.0,3.0,3.0,3.0,Coffee A,3.0,Espresso,"It tastes good, I need the ritual",Yes,Yes,$10-$15,I do a mix of both,Female,$40-$60,$10-$15,"More than $1,000",No,Yes,Master's degree
35-44 years old,Americano,At home,No - just black,Floral,2,Light,7.0,Full caffeine,Somewhat strong,3.0,3.0,2.0,5.0,2.0,Coffee A,Coffee C,2.0,2.0,1.0,4.0,5.0,2.0,Coffee D,3.0,Espresso,"It tastes good, I need the caffeine, I need the ritual",Yes,No,$4-$6,I do a mix of both,Male,$20-$40,$4-$6,$500-$1000,Yes,Yes,Bachelor's degree
25-34 years old,Latte,At home,"Milk, dairy alternative, or coffee creamer",Nutty,Less than 1,Medium,7.0,Full caffeine,Somewhat strong,2.0,1.0,4.0,4.0,3.0,Coffee C,Coffee C,2.0,2.0,4.0,3.0,3.0,3.0,Coffee D,2.0,"Espresso, Other, Pour over",I need the ritual,Yes,Yes,$8-$10,I primarily work in person,Male,<$20,$10-$15,$300-$500,Yes,Yes,High school graduate
45-54 years old,Pourover,At home,No - just black,Sweet,1,Medium,6.0,Full caffeine,Somewhat strong,1.0,4.0,2.0,5.0,3.0,Coffee C,Coffee B,3.0,2.0,4.0,2.0,5.0,3.0,Coffee D,3.0,"Pour over, French press",It tastes good,Yes,Yes,$4-$6,I primarily work from home,Female,$40-$60,More than $20,$500-$1000,Yes,Yes,Bachelor's degree
25-34 years old,Latte,"At home, At a cafe","Milk, dairy alternative, or coffee creamer, No - just black",Sweet,2,Light,7.0,Full caffeine,Somewhat light,2.0,4.0,3.0,5.0,3.0,Coffee A,Coffee D,1.0,3.0,3.0,4.0,5.0,4.0,Coffee D,2.0,"Pour over, Espresso","It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",Yes,Yes,$15-$20,I primarily work from home,Male,$40-$60,More than $20,"More than $1,000",No,Yes,Bachelor's degree
45-54 years old,Regular drip coffee,"At the office, At home",No - just black,Juicy,1,Light,5.0,Full caffeine,Medium,2.0,3.0,4.0,4.0,2.0,Coffee A,Coffee B,4.0,1.0,1.0,4.0,5.0,3.0,Coffee D,2.0,Other,"I need the caffeine, It tastes good",Yes,Yes,$6-$8,I do a mix of both,Male,$20-$40,More than $20,$100-$300,Yes,Yes,Master's degree
25-34 years old,Cortado,"At home, At a cafe",No - just black,Full Bodied,2,Dark,6.0,Full caffeine,Very strong,1.0,1.0,2.0,3.0,4.0,Coffee C,Coffee C,4.0,4.0,5.0,4.0,2.0,3.0,Coffee D,2.0,"Pour over, French press, Coffee extract (e.g. Cometeer), Other","It tastes good, I need the ritual, I need the caffeine, It makes me go to the bathroom",Yes,Yes,$8-$10,I primarily work from home,Male,$40-$60,$8-$10,$500-$1000,Yes,Yes,Bachelor's degree
25-34 years old,Pourover,"At the office, At a cafe, At home, On the go",No - just black,Fruity,1,Light,6.0,Full caffeine,Somewhat light,2.0,5.0,3.0,4.0,3.0,Coffee A,Coffee C,2.0,2.0,1.0,5.0,4.0,4.0,Coffee A,2.0,"Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Cold brew","It tastes good, I need the ritual",Yes,Yes,$10-$15,I primarily work in person,Non-binary,$80-$100,$15-$20,$500-$1000,Yes,Yes,Master's degree
25-34 years old,Pourover,"At home, At the office",No - just black,Fruity,1,Light,6.0,Full caffeine,Somewhat strong,3.0,5.0,3.0,3.0,2.0,Coffee A,Coffee A,2.0,2.0,3.0,4.0,4.0,2.0,Coffee A,2.0,Other,It tastes good,Yes,Yes,$10-$15,I primarily work from home,Male,$40-$60,$15-$20,$100-$300,Yes,Yes,Bachelor's degree
25-34 years old,Latte,At home,"Other, Milk, dairy alternative, or coffee creamer",Caramalized,1,Medium,3.0,Full caffeine,Medium,2.0,4.0,3.0,3.0,5.0,Coffee B,Coffee B,5.0,2.0,4.0,4.0,1.0,4.0,Coffee A,3.0,Pour over,"I need the caffeine, It tastes good",Yes,No,$10-$15,I primarily work from home,Female,<$20,$15-$20,$100-$300,Yes,Yes,Bachelor's degree
25-34 years old,Latte,"At a cafe, At home","Milk, dairy alternative, or coffee creamer",Chocolatey,1,Light,7.0,Full caffeine,Medium,2.0,4.0,4.0,4.0,3.0,Coffee A,Coffee D,1.0,2.0,3.0,5.0,4.0,3.0,Coffee D,3.0,"Pour over, Cold brew","It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",Yes,Yes,$8-$10,I primarily work from home,Female,$40-$60,$8-$10,$300-$500,Yes,Yes,Bachelor's degree
18-24 years old,Regular drip coffee,"At the office, At home",No - just black,Fruity,1,Light,6.0,Full caffeine,Somewhat strong,2.0,5.0,4.0,4.0,2.0,Coffee A,Coffee A,2.0,2.0,2.0,3.0,4.0,4.0,Coffee A,1.0,Pour over,It tastes good,Yes,Yes,$6-$8,I do a mix of both,Male,$20-$40,$10-$15,$100-$300,Yes,Yes,Master's degree
25-34 years old,Cappuccino,"At home, At a cafe",No - just black,Fruity,Less than 1,Light,5.0,Full caffeine,Somewhat strong,1.0,4.0,3.0,5.0,3.0,Coffee B,Coffee D,2.0,3.0,2.0,4.0,5.0,3.0,Coffee D,2.0,"Pour over, Espresso","It tastes good, Other",Yes,Yes,$6-$8,I do a mix of both,Female,<$20,$6-$8,$100-$300,Yes,Yes,Bachelor's degree
>65 years old,Latte,At home,No - just black,Bright,3,Dark,7.0,Full caffeine,Somewhat strong,4.0,3.0,2.0,2.0,4.0,Coffee B,Coffee B,4.0,3.0,3.0,3.0,1.0,3.0,Coffee A,3.0,"Pour over, French press",It tastes good,Yes,Yes,$4-$6,I primarily work from home,Male,$20-$40,$6-$8,$20-$50,No,Yes,High school graduate
25-34 years old,Latte,"At home, At the office","Milk, dairy alternative, or coffee creamer",Caramalized,1,Medium,6.0,Full caffeine,Somewhat strong,2.0,2.0,3.0,3.0,4.0,Coffee C,Coffee C,1.0,2.0,5.0,3.0,3.0,1.0,Coffee A,1.0,Espresso,"I need the caffeine, I need the ritual, It makes me go to the bathroom",Yes,Yes,$6-$8,I do a mix of both,Female,<$20,$8-$10,$500-$1000,Yes,Yes,Master's degree
45-54 years old,Pourover,"At home, At a cafe","No - just black, Milk, dairy alternative, or coffee creamer",Fruity,2,Light,6.0,Full caffeine,Somewhat strong,2.0,4.0,3.0,4.0,3.0,Coffee A,Coffee D,2.0,2.0,2.0,4.0,5.0,3.0,Coffee D,1.0,"Pour over, Instant coffee","It tastes good, I need the caffeine",Yes,Yes,$6-$8,I primarily work from home,Male,$40-$60,$6-$8,$300-$500,Yes,Yes,Master's degree
25-34 years old,Iced coffee,"At home, At the office","Milk, dairy alternative, or coffee creamer",Juicy,3,Medium,7.0,Full caffeine,Medium,5.0,1.0,3.0,5.0,3.0,Coffee B,Coffee D,2.0,3.0,4.0,4.0,5.0,2.0,Coffee D,3.0,"Pour over, Espresso, Other","It tastes good, I need the ritual",Yes,Yes,$10-$15,I do a mix of both,Male,$40-$60,$15-$20,$300-$500,Yes,Yes,Bachelor's degree
35-44 years old,Cold brew,"At home, At a cafe, On the go, At the office",No - just black,Bold,1,Dark,6.0,Full caffeine,Somewhat strong,1.0,3.0,2.0,2.0,3.0,Coffee C,Coffee C,4.0,1.0,4.0,2.0,1.0,4.0,Coffee A,2.0,"Instant coffee, Pour over, Espresso","It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$10-$15,I primarily work from home,Male,$20-$40,$15-$20,$100-$300,No,No,Some college or associate's degree
18-24 years old,Cold brew,"At home, At a cafe",No - just black,Bold,1,Dark,2.0,Full caffeine,Somewhat strong,1.0,3.0,4.0,3.0,5.0,Coffee C,Coffee B,3.0,3.0,4.0,2.0,2.0,5.0,Coffee A,1.0,"Pour over, French press, Espresso","It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",Yes,Yes,$15-$20,I primarily work in person,Female,$20-$40,$2-$4,$50-$100,No,Yes,Master's degree
25-34 years old,Espresso,"At home, On the go","Milk, dairy alternative, or coffee creamer, Flavor syrup",Chocolatey,2,Medium,5.0,Full caffeine,Somewhat strong,2.0,4.0,2.0,4.0,3.0,Coffee C,Coffee C,3.0,3.0,5.0,4.0,3.0,1.0,Coffee A,1.0,Espresso,"It tastes good, I need the caffeine",Yes,No,$8-$10,I primarily work in person,Male,$60-$80,$10-$15,$500-$1000,Yes,Yes,Doctorate or professional degree
25-34 years old,Pourover,"At home, At a cafe",No - just black,Caramalized,1,Medium,5.0,Full caffeine,Very strong,1.0,4.0,3.0,4.0,4.0,Coffee B,Coffee D,2.0,2.0,2.0,3.0,5.0,5.0,Coffee D,1.0,"Pour over, Espresso, Cold brew","It tastes good, I need the ritual",Yes,Yes,$8-$10,I primarily work from home,Male,$20-$40,$8-$10,$300-$500,No,Yes,Master's degree
25-34 years old,Latte,"At home, On the go, At a cafe","Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup",Sweet,Less than 1,Light,5.0,Full caffeine,Somewhat light,3.0,3.0,5.0,4.0,4.0,Coffee C,Coffee C,4.0,3.0,5.0,5.0,1.0,2.0,Coffee A,3.0,French press,"It tastes good, I need the caffeine",Yes,Yes,$8-$10,I primarily work in person,Non-binary,$60-$80,$8-$10,$50-$100,No,No,Master's degree
25-34 years old,Pourover,"At home, At a cafe",No - just black,Fruity,2,Light,6.0,Full caffeine,Medium,2.0,4.0,4.0,5.0,3.0,Coffee A,Coffee D,1.0,1.0,4.0,4.0,5.0,3.0,Coffee D,2.0,"Pour over, French press, Other","It tastes good, I need the caffeine",Yes,Yes,$10-$15,I primarily work in person,Male,$40-$60,$15-$20,$100-$300,Yes,Yes,Bachelor's degree
18-24 years old,Blended drink (e.g. Frappuccino),"At home, At the office, On the go","Milk, dairy alternative, or coffee creamer, Sugar or sweetener",Chocolatey,2,Medium,3.0,Full caffeine,Medium,3.0,3.0,3.0,3.0,4.0,Coffee B,Coffee B,2.0,2.0,3.0,3.0,1.0,3.0,Coffee A,2.0,"Coffee brewing machine (e.g. Mr. Coffee), Other","It tastes good, I need the caffeine",Yes,Yes,$10-$15,I do a mix of both,Male,$40-$60,$10-$15,$100-$300,No,Yes,Bachelor's degree
25-34 years old,Cortado,At home,No - just black,Fruity,1,Light,7.0,Full caffeine,Medium,1.0,2.0,2.0,4.0,3.0,Coffee C,Coffee D,2.0,2.0,4.0,3.0,5.0,3.0,Coffee D,1.0,"Pour over, Other","I need the ritual, I need the caffeine",Yes,Yes,$8-$10,I primarily work from home,Male,$40-$60,$8-$10,$100-$300,Yes,No,Doctorate or professional degree
25-34 years old,Cold brew,"At home, On the go","Milk, dairy alternative, or coffee creamer, Sugar or sweetener",Caramalized,1,Medium,5.0,Full caffeine,Medium,1.0,5.0,4.0,3.0,2.0,Coffee A,Coffee A,1.0,2.0,4.0,5.0,2.0,2.0,Coffee A,2.0,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee)","I need the ritual, It tastes good",Yes,No,$6-$8,I primarily work in person,Female,$20-$40,$6-$8,$100-$300,Yes,Yes,Bachelor's degree
25-34 years old,Regular drip coffee,At home,No - just black,Fruity,2,Light,7.0,Full caffeine,Somewhat strong,2.0,4.0,4.0,4.0,2.0,Coffee A,Coffee D,1.0,2.0,3.0,3.0,5.0,5.0,Coffee D,1.0,"Pour over, French press, Other","It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$6-$8,I primarily work from home,Male,$20-$40,More than $20,"More than $1,000",No,Yes,Bachelor's degree
25-34 years old,Cappuccino,"At the office, At home","Milk, dairy alternative, or coffee creamer",Fruity,1,Medium,8.0,Full caffeine,Somewhat strong,4.0,3.0,4.0,3.0,4.0,Coffee B,Coffee D,2.0,2.0,1.0,5.0,5.0,1.0,Coffee D,2.0,Espresso,"It tastes good, I need the ritual",Yes,No,$8-$10,I do a mix of both,Male,<$20,$4-$6,"More than $1,000",No,Yes,Bachelor's degree
45-54 years old,Cappuccino,At home,"Milk, dairy alternative, or coffee creamer",Caramalized,2,Medium,7.0,Decaf,Somewhat strong,1.0,4.0,3.0,1.0,3.0,Coffee A,Coffee D,2.0,4.0,2.0,4.0,5.0,5.0,Coffee D,2.0,"Coffee extract (e.g. Cometeer), Espresso, Pour over, Other",It tastes good,Yes,Yes,$6-$8,I primarily work from home,Female,$80-$100,$8-$10,"More than $1,000",No,No,Bachelor's degree
18-24 years old,Latte,At home,"Milk, dairy alternative, or coffee creamer",Chocolatey,2,Medium,6.0,Full caffeine,Somewhat strong,2.0,4.0,2.0,4.0,4.0,Coffee B,Coffee B,2.0,3.0,2.0,4.0,2.0,4.0,Coffee A,2.0,"Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso)","It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",Yes,Yes,$10-$15,I do a mix of both,Female,$40-$60,$10-$15,$300-$500,No,Yes,Bachelor's degree
45-54 years old,Latte,At home,No - just black,Fruity,1,Light,7.0,Full caffeine,Medium,1.0,4.0,3.0,4.0,1.0,Coffee A,Coffee D,1.0,3.0,2.0,4.0,4.0,3.0,Coffee D,2.0,Other,It tastes good,Yes,Yes,$4-$6,I do a mix of both,Male,$20-$40,$4-$6,$100-$300,No,Yes,Bachelor's degree
25-34 years old,Espresso,"At home, On the go",No - just black,Chocolatey,1,Medium,7.0,Full caffeine,Somewhat strong,2.0,3.0,4.0,4.0,5.0,Coffee B,Coffee B,2.0,2.0,2.0,3.0,4.0,4.0,Coffee D,3.0,"Cold brew, Espresso, Pour over","It tastes good, I need the caffeine",Yes,Yes,$6-$8,I do a mix of both,Female,$40-$60,$6-$8,$100-$300,No,Yes,Bachelor's degree
